variant_id,job_id,run_id,num_contexts,faithfulness,context_utilization
base_0004_female_minority_older,data_analyst,3,4,0.25925925925925924,0.999999999975
base_0014_female_majority_younger,data_analyst,3,4,0.25806451612903225,0.999999999975
base_0009_female_minority_younger,marketing_specialist,1,4,0.16666666666666666,0.999999999975
base_0014_female_minority_younger,software_developer,1,4,0.07692307692307693,0.6388888888675925
base_0002_female_majority_older,data_analyst,1,4,0.5,0.6388888888675925
base_0004_female_majority_older,hr_coordinator,3,4,0.2,0.999999999975
base_0009_male_majority_younger,project_manager,1,4,0.05263157894736842,0.999999999975
base_0014_male_minority_younger,project_manager,2,4,0.16279069767441862,0.5833333333041666
base_0012_male_majority_younger,hr_coordinator,3,4,0.2631578947368421,0.9999999999666667
base_0007_male_minority_younger,software_developer,1,4,0.07407407407407407,0.999999999975
base_0004_female_minority_younger,hr_coordinator,3,4,0.18181818181818182,0.999999999975
base_0001_male_minority_younger,data_analyst,2,4,0.13953488372093023,0.999999999975
base_0005_male_minority_younger,data_analyst,3,4,0.17857142857142858,0.499999999975
base_0002_female_minority_older,hr_coordinator,2,4,0.2727272727272727,0.8333333332916666
base_0004_male_minority_older,software_developer,3,4,0.3793103448275862,0.8055555555287036
base_0004_male_minority_older,project_manager,3,4,0.24444444444444444,0.999999999975
base_0001_female_majority_older,project_manager,1,4,0.24,0.999999999975
base_0014_male_majority_younger,software_developer,2,4,0.375,0.999999999975
base_0013_female_majority_older,project_manager,3,4,0.3333333333333333,0.999999999975
base_0004_male_minority_older,data_analyst,1,4,0.25925925925925924,0.999999999975
base_0002_male_minority_younger,software_developer,2,4,0.26666666666666666,0.999999999975
base_0012_male_majority_older,project_manager,3,4,0.3,0.9999999999666667
base_0003_male_majority_younger,data_analyst,2,4,0.08695652173913043,0.9166666666361111
base_0012_female_minority_younger,marketing_specialist,3,4,0.2,0.999999999975
base_0007_male_minority_younger,project_manager,3,4,0.13043478260869565,0.6388888888675925
base_0008_male_minority_younger,hr_coordinator,3,4,0.12903225806451613,0.999999999975
base_0003_female_minority_younger,data_analyst,3,4,0.1,0.6388888888675925
base_0014_female_minority_older,data_analyst,1,4,0.1388888888888889,0.8055555555287036
base_0010_female_minority_older,data_analyst,3,4,0.19230769230769232,0.999999999975
base_0010_female_majority_younger,marketing_specialist,1,4,0.27586206896551724,0.999999999975
base_0005_male_minority_younger,hr_coordinator,1,4,0.125,0.999999999975
base_0003_female_majority_older,project_manager,1,4,0.3333333333333333,0.8055555555287036
base_0015_male_minority_younger,data_analyst,1,4,0.18181818181818182,0.8055555555287036
base_0014_male_minority_older,data_analyst,1,4,0.125,0.999999999975
base_0011_male_majority_younger,project_manager,3,4,0.1111111111111111,0.999999999975
base_0011_female_majority_older,marketing_specialist,2,4,0.21621621621621623,0.9999999999666667
base_0007_female_majority_younger,project_manager,2,4,0.16666666666666666,0.9166666666361111
base_0006_female_minority_older,project_manager,1,4,0.13793103448275862,0.999999999975
base_0003_female_minority_younger,software_developer,1,4,0.4411764705882353,0.999999999975
base_0012_female_majority_younger,data_analyst,3,4,0.36585365853658536,0.999999999975
base_0009_female_majority_older,hr_coordinator,2,4,0.20833333333333334,0.8333333332916666
base_0015_female_majority_older,project_manager,1,4,0.13157894736842105,0.6388888888675925
base_0006_male_minority_older,marketing_specialist,2,4,0.09090909090909091,0.999999999975
base_0001_female_majority_younger,hr_coordinator,1,4,0.1111111111111111,0.999999999975
base_0010_male_majority_older,marketing_specialist,3,4,0.1935483870967742,0.6388888888675925
base_0015_female_majority_older,project_manager,3,4,0.11428571428571428,0.999999999975
base_0002_male_minority_older,data_analyst,3,4,0.2,0.4166666666458333
base_0013_female_minority_older,hr_coordinator,1,4,0.34285714285714286,0.999999999975
base_0011_female_majority_older,project_manager,1,4,0.3684210526315789,0.9999999999666667
base_0002_male_minority_younger,project_manager,2,4,0.10526315789473684,0.999999999975
base_0009_male_minority_younger,software_developer,1,4,0.17647058823529413,0.999999999975
base_0005_female_majority_older,hr_coordinator,1,4,0.34285714285714286,0.8055555555287036
base_0014_male_majority_older,data_analyst,3,4,0.1724137931034483,0.999999999975
base_0010_female_majority_younger,hr_coordinator,1,4,0.36585365853658536,0.999999999975
base_0011_female_minority_older,hr_coordinator,1,4,0.1875,0.999999999975
base_0015_male_minority_older,data_analyst,3,4,0.28125,0.8055555555287036
base_0015_female_minority_younger,data_analyst,1,4,0.13793103448275862,0.999999999975
base_0006_male_minority_younger,data_analyst,1,4,0.1724137931034483,0.5833333333041666
base_0006_female_majority_younger,data_analyst,1,4,0.23076923076923078,0.49999999995
base_0006_male_majority_younger,hr_coordinator,1,4,0.3,0.9166666666361111
base_0011_female_minority_older,project_manager,1,4,0.26666666666666666,0.9999999999666667
base_0011_male_minority_older,project_manager,3,4,0.0975609756097561,0.99999999995
base_0008_female_minority_older,marketing_specialist,3,4,0.22580645161290322,0.999999999975
base_0014_female_majority_younger,software_developer,3,4,0.16216216216216217,0.999999999975
base_0015_female_majority_younger,marketing_specialist,1,4,0.125,0.999999999975
base_0014_male_minority_younger,hr_coordinator,3,4,0.15384615384615385,0.9166666666361111
base_0013_male_majority_younger,hr_coordinator,1,4,0.06060606060606061,0.999999999975
base_0002_male_majority_older,project_manager,3,4,0.24324324324324326,0.9999999999666667
base_0005_female_majority_younger,marketing_specialist,2,4,0.10714285714285714,0.999999999975
base_0013_male_majority_younger,software_developer,1,4,0.3125,0.6388888888675925
base_0013_female_minority_younger,project_manager,1,4,0.12903225806451613,0.7499999999625
base_0009_female_majority_older,project_manager,2,4,0.35,0.999999999975
base_0010_male_majority_older,hr_coordinator,2,4,0.2564102564102564,0.999999999975
base_0001_male_minority_younger,software_developer,2,4,0.11764705882352941,0.9999999999666667
base_0006_male_majority_younger,marketing_specialist,2,4,0.18181818181818182,0.999999999975
base_0014_male_majority_older,marketing_specialist,1,4,0.19230769230769232,0.999999999975
base_0005_male_majority_older,marketing_specialist,2,4,0.2571428571428571,0.999999999975
base_0015_female_minority_older,hr_coordinator,1,4,0.12121212121212122,0.999999999975
base_0003_female_minority_older,data_analyst,1,4,0.1724137931034483,0.999999999975
base_0013_female_majority_older,software_developer,1,4,0.23529411764705882,0.499999999975
base_0014_female_majority_younger,project_manager,1,4,0.15384615384615385,0.999999999975
base_0009_female_minority_younger,data_analyst,1,4,0.10256410256410256,0.999999999975
base_0005_female_majority_older,marketing_specialist,3,4,0.2222222222222222,0.999999999975
base_0013_female_minority_older,marketing_specialist,3,4,0.15789473684210525,0.999999999975
base_0014_female_minority_younger,software_developer,3,4,0.12903225806451613,0.6388888888675925
base_0012_male_minority_younger,data_analyst,2,4,0.2962962962962963,0.999999999975
base_0001_male_majority_younger,software_developer,3,4,0.2,0.5833333333041666
base_0007_female_minority_older,data_analyst,1,4,0.25,0.999999999975
base_0009_female_majority_younger,project_manager,1,4,0.10714285714285714,0.999999999975
base_0015_male_minority_older,software_developer,3,4,0.1724137931034483,0.6388888888675925
base_0001_male_minority_older,software_developer,3,4,0.22727272727272727,0.5833333333041666
base_0003_female_minority_younger,data_analyst,2,4,0.1724137931034483,0.99999999995
base_0009_female_majority_younger,marketing_specialist,1,4,0.2,0.4166666666458333
base_0015_female_minority_older,software_developer,2,4,0.15789473684210525,0.6388888888675925
base_0013_male_majority_younger,marketing_specialist,1,4,0.21052631578947367,0.999999999975
base_0008_male_majority_older,software_developer,2,4,0.17857142857142858,0.6388888888675925
base_0009_male_minority_younger,marketing_specialist,1,4,0.13043478260869565,0.249999999975
base_0015_male_majority_older,data_analyst,2,4,0.25,0.8055555555287036
base_0004_male_majority_younger,project_manager,1,4,0.2,0.999999999975
base_0014_female_majority_younger,hr_coordinator,1,4,0.16666666666666666,0.999999999975
base_0014_male_majority_younger,project_manager,2,4,0.20454545454545456,0.999999999975
base_0002_male_majority_older,project_manager,1,4,0.22857142857142856,0.999999999975
base_0001_male_minority_younger,software_developer,3,4,0.15,0.5833333333041666
base_0011_female_majority_older,software_developer,1,4,0.3333333333333333,0.999999999975
base_0003_female_majority_younger,data_analyst,2,4,0.1891891891891892,0.999999999975
base_0015_male_majority_younger,data_analyst,2,4,0.25,0.6388888888675925
base_0015_male_minority_older,marketing_specialist,3,4,0.16216216216216217,0.9999999999666667
base_0008_male_minority_younger,marketing_specialist,2,4,0.041666666666666664,0.999999999975
base_0015_male_majority_younger,project_manager,2,4,0.11764705882352941,0.8333333332916666
